Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","206","Sudan (former)","5419","Yield","176","Beans, dry","2011","2011","hg/ha","22150","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1961","1961","tonnes","10240","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1962","1962","tonnes","4960","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1963","1963","tonnes","6065","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1964","1964","tonnes","10530","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1965","1965","tonnes","10464","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1966","1966","tonnes","10928","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1967","1967","tonnes","7107","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1968","1968","tonnes","4036","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1969","1969","tonnes","2000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1970","1970","tonnes","4000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1971","1971","tonnes","4000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1972","1972","tonnes","5000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1973","1973","tonnes","4000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1974","1974","tonnes","4000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1975","1975","tonnes","6000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1976","1976","tonnes","6000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1977","1977","tonnes","4000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1978","1978","tonnes","10000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1979","1979","tonnes","3000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1980","1980","tonnes","4000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1981","1981","tonnes","4000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1982","1982","tonnes","2000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1983","1983","tonnes","3833","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1984","1984","tonnes","3752","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1985","1985","tonnes","2000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1986","1986","tonnes","2000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1987","1987","tonnes","3000","*","Unofficial figure"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1988","1988","tonnes","3000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1989","1989","tonnes","3000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1990","1990","tonnes","3000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1991","1991","tonnes","3000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1992","1992","tonnes","3000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1993","1993","tonnes","5000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1994","1994","tonnes","15000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1995","1995","tonnes","7000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1996","1996","tonnes","8000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1997","1997","tonnes","11000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1998","1998","tonnes","11500","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","1999","1999","tonnes","19000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","2000","2000","tonnes","31000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","2001","2001","tonnes","50000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","2002","2002","tonnes","25000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","2003","2003","tonnes","11000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","2004","2004","tonnes","14000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","2005","2005","tonnes","15270","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","2006","2006","tonnes","15881","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","2007","2007","tonnes","16198","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","2008","2008","tonnes","17000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","2009","2009","tonnes","12000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","2010","2010","tonnes","9139","Im","FAO data based on imputation methodology"
"QC","Crops","206","Sudan (former)","5510","Production","176","Beans, dry","2011","2011","tonnes","7987","Im","FAO data based on imputation methodology"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1961","1961","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1962","1962","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1963","1963","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1964","1964","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1965","1965","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1966","1966","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1967","1967","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1968","1968","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1969","1969","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1970","1970","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1971","1971","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1972","1972","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1973","1973","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1974","1974","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1975","1975","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1976","1976","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1977","1977","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1978","1978","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1979","1979","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1980","1980","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1981","1981","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1982","1982","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1983","1983","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1984","1984","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1985","1985","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1986","1986","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1987","1987","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1988","1988","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1989","1989","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1990","1990","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1991","1991","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1992","1992","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1993","1993","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1994","1994","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1995","1995","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1996","1996","ha","","M","Data not available"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1997","1997","ha","25","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1998","1998","ha","25","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","1999","1999","ha","35","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","2000","2000","ha","40","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","2001","2001","ha","45","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","2002","2002","ha","50","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","2003","2003","ha","80","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","2004","2004","ha","340","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","2005","2005","ha","210","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","2006","2006","ha","250","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","2007","2007","ha","210","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","2008","2008","ha","210","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","2009","2009","ha","170","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","2010","2010","ha","210","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","414","Beans, green","2011","2011","ha","210","","Official data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","1997","1997","hg/ha","80000","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","1998","1998","hg/ha","80000","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","1999","1999","hg/ha","71429","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","2000","2000","hg/ha","75000","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","2001","2001","hg/ha","77778","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","2002","2002","hg/ha","80000","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","2003","2003","hg/ha","68750","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","2004","2004","hg/ha","70588","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","2005","2005","hg/ha","47619","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","2006","2006","hg/ha","52000","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","2007","2007","hg/ha","47619","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","2008","2008","hg/ha","47619","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","2009","2009","hg/ha","47059","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","2010","2010","hg/ha","47619","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","414","Beans, green","2011","2011","hg/ha","47619","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1961","1961","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1962","1962","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1963","1963","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1964","1964","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1965","1965","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1966","1966","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1967","1967","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1968","1968","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1969","1969","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1970","1970","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1971","1971","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1972","1972","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1973","1973","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1974","1974","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1975","1975","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1976","1976","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1977","1977","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1978","1978","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1979","1979","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1980","1980","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1981","1981","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1982","1982","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1983","1983","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1984","1984","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1985","1985","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1986","1986","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1987","1987","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1988","1988","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1989","1989","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1990","1990","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1991","1991","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1992","1992","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1993","1993","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1994","1994","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1995","1995","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1996","1996","tonnes","","M","Data not available"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1997","1997","tonnes","200","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1998","1998","tonnes","200","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","1999","1999","tonnes","250","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","2000","2000","tonnes","300","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","2001","2001","tonnes","350","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","2002","2002","tonnes","400","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","2003","2003","tonnes","550","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","2004","2004","tonnes","2400","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","2005","2005","tonnes","1000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","2006","2006","tonnes","1300","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","2007","2007","tonnes","1000","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","2008","2008","tonnes","1000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","2009","2009","tonnes","800","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","2010","2010","tonnes","1000","","Official data"
"QC","Crops","206","Sudan (former)","5510","Production","414","Beans, green","2011","2011","tonnes","1000","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1961","1961","ha","9242","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1962","1962","ha","6528","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1963","1963","ha","8855","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1964","1964","ha","7498","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1965","1965","ha","7438","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1966","1966","ha","7103","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1967","1967","ha","7724","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1968","1968","ha","9598","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1969","1969","ha","9662","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1970","1970","ha","9662","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1971","1971","ha","11342","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1972","1972","ha","18904","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1973","1973","ha","12182","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1974","1974","ha","13863","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1975","1975","ha","15956","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1976","1976","ha","15072","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1977","1977","ha","15960","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1978","1978","ha","17600","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1979","1979","ha","18000","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1980","1980","ha","23520","*","Unofficial figure"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1981","1981","ha","20583","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1982","1982","ha","17223","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1983","1983","ha","15636","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1984","1984","ha","34754","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1985","1985","ha","27000","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1986","1986","ha","30000","*","Unofficial figure"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1987","1987","ha","30000","*","Unofficial figure"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1988","1988","ha","24360","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1989","1989","ha","25200","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1990","1990","ha","24200","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1991","1991","ha","31200","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1992","1992","ha","23000","*","Unofficial figure"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1993","1993","ha","25000","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1994","1994","ha","30000","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1995","1995","ha","32340","*","Unofficial figure"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1996","1996","ha","41160","*","Unofficial figure"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1997","1997","ha","41500","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1998","1998","ha","42000","F","FAO estimate"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","1999","1999","ha","46620","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","2000","2000","ha","50400","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","2001","2001","ha","57540","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","2002","2002","ha","58000","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","2003","2003","ha","59243","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","2004","2004","ha","60504","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","2005","2005","ha","67226","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","2006","2006","ha","66667","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","2007","2007","ha","67500","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","2008","2008","ha","69748","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","2009","2009","ha","67083","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","2010","2010","ha","71000","","Official data"
"QC","Crops","206","Sudan (former)","5312","Area harvested","181","Broad beans, horse beans, dry","2011","2011","ha","72420","","Official data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1961","1961","hg/ha","9197","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1962","1962","hg/ha","20757","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1963","1963","hg/ha","9375","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1964","1964","hg/ha","11110","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1965","1965","hg/ha","14102","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1966","1966","hg/ha","14286","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1967","1967","hg/ha","15967","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1968","1968","hg/ha","13497","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1969","1969","hg/ha","12420","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1970","1970","hg/ha","15525","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1971","1971","hg/ha","15870","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1972","1972","hg/ha","20102","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1973","1973","hg/ha","13955","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1974","1974","hg/ha","15148","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1975","1975","hg/ha","18175","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1976","1976","hg/ha","23885","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1977","1977","hg/ha","13784","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1978","1978","hg/ha","19886","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1979","1979","hg/ha","20556","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1980","1980","hg/ha","15731","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1981","1981","hg/ha","18462","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1982","1982","hg/ha","19160","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1983","1983","hg/ha","16663","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1984","1984","hg/ha","21425","Fc","Calculated data"
"QC","Crops","206","Sudan (former)","5419","Yield","181","Broad beans, horse beans, dry","1985","1985","hg/ha","20370","Fc","Calculated data"
